股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
山西高速,755,淄博聚能化工设备有限公司,无,,2015-05-09 00:00:00,招投标公告,1
山西高速,755,四川恒泰环境技术有限责任公司,无,,2014-11-13 00:00:00,招投标公告,1
山西高速,755,江苏力普电子科技有限公司,无,,2014-04-21 00:00:00,招投标公告,1
山西高速,755,上海聚洲金属材料有限公司,9.44%,58063.34,2014-03-25 00:00:00,年报,1
山西高速,755,舟山荣邦贸易有限公司,6.97%,42837.11,2014-03-25 00:00:00,年报,1
山西高速,755,华阳集团（山西）钙基新材料有限责任公司,4.39%,27001.55,2014-03-25 00:00:00,年报,1
山西高速,755,宁波欧驰贸易有限公司,4.12%,25355.76,2014-03-25 00:00:00,年报,1
山西高速,755,国网山西省电力公司临汾供电公司,3.08%,18964.40,2014-03-25 00:00:00,年报,1
山西高速,755,沈丘华一建设工程有限公司,无,,2013-12-06 00:00:00,招投标公告,1
山西高速,755,北京创杰新世纪科技发展有限公司,无,,2013-07-08 00:00:00,招投标公告,1
山西高速,755,北京北科欧远科技有限公司,无,,2013-05-31 00:00:00,招投标公告,1
山西高速,755,上海聚洲金属材料有限公司,15.53%,138487.97,2013-04-26 00:00:00,年报,1
山西高速,755,山西经泰贸易有限公司,4.00%,35718.20,2013-04-26 00:00:00,年报,1
山西高速,755,赛拉尼斯（上海）国际贸易有限公司,3.56%,31777.52,2013-04-26 00:00:00,年报,1
山西高速,755,上海贵灵实业集团有限公司,3.45%,30790.59,2013-04-26 00:00:00,年报,1
山西高速,755,江西省平凡物产贸易有限公司,3.05%,27258.19,2013-04-26 00:00:00,年报,1
山西高速,755,山西太行建设开发有限公司,无,,2012-04-25 00:00:00,招投标公告,1
山西高速,755,山东迪尔集团有限公司,无,,2011-03-10 00:00:00,招投标公告,1
山西高速,755,山西三维新邦化工设备有限公司,无,,2011-03-10 00:00:00,招投标公告,1
山西高速,755,南京三方化工设备监理有限公司,无,,2011-01-30 00:00:00,招投标公告,1
山西高速,755,河南省第一防腐工程有限公司,无,,2011-01-27 00:00:00,招投标公告,1
山西高速,755,河南省化工建设有限公司,无,,2011-01-27 00:00:00,招投标公告,1
山西高速,755,西梅卡亚洲气体系统成都有限公司,无,,2011-01-18 00:00:00,招投标公告,1
山西高速,755,山西省工业设备安装公司,无,,2010-11-12 00:00:00,招投标公告,1
山西高速,755,有能集团有限公司,无,,2010-11-12 00:00:00,招投标公告,1
山西高速,755,山西宏厦建筑工程第三有限责任公司,无,,2010-02-10 00:00:00,招投标公告,1
新华制药,756,淄博格瑞斯工程技术有限公司,无,,2025-06-11 00:00:00,招投标公告,1
新华制药,756,淄博淄安搬运服务有限公司,无,,2025-06-11 00:00:00,招投标公告,1
新华制药,756,山东奥邦园林工程有限公司,无,,2025-04-23 00:00:00,招投标公告,1
新华制药,756,淄博新华环境绿化工程有限公司张店分公司,无,,2025-04-23 00:00:00,招投标公告,1
新华制药,756,山东传墨城市服务有限公司,无,,2025-04-23 00:00:00,招投标公告,1
新华制药,756,长沙都正生物科技股份有限公司,无,1734.52,2025-04-09 00:00:00,供应商公告,1
新华制药,756,江苏中一环保科技股份有限公司,无,,2025-04-07 00:00:00,招投标公告,1
新华制药,756,山东省金曼克电气集团股份有限公司,无,,2025-03-07 00:00:00,招投标公告,1
新华制药,756,华谋咨询技术（深圳）有限公司,无,,2025-02-20 00:00:00,招投标公告,1
新华制药,756,北京嘉华汇诚科技股份有限公司,无,,2025-01-24 00:00:00,招投标公告,1
新华制药,756,山东清逸净化工程有限公司,无,,2024-12-17 00:00:00,招投标公告,1
新华制药,756,翰林航宇（天津）实业有限公司,无,,2024-12-16 00:00:00,招投标公告,1
新华制药,756,淄博齐林电力工程有限公司开发区分公司,无,,2024-08-13 00:00:00,招投标公告,1
新华制药,756,上海正欧实业有限公司,无,,2024-07-31 00:00:00,招投标公告,1
新华制药,756,江阴市三氧净化科技有限公司,无,,2024-07-23 00:00:00,招投标公告,1
新华制药,756,山东沪康信息科技有限公司,无,,2024-07-16 00:00:00,招投标公告,1
新华制药,756,山东新马制药装备有限公司,无,,2024-07-10 00:00:00,招投标公告,2
新华制药,756,菲特（中国）制药科技有限公司,无,,2024-07-10 00:00:00,招投标公告,2
新华制药,756,山东新华医疗器械股份有限公司,无,,2024-07-08 00:00:00,招投标公告,1
新华制药,756,纵贯新高机械设备河北有限公司,无,285.00,2024-07-08 00:00:00,招投标公告,1
新华制药,756,致同会计师事务所（特殊普通合伙）,无,,2024-06-27 00:00:00,招投标公告,2
新华制药,756,合肥龙延智能科技股份有限公司,无,550.00,2024-06-26 00:00:00,招投标公告,2
新华制药,756,北京嘉华汇诚科技股份有限公司,无,,2024-06-21 00:00:00,招投标公告,3
新华制药,756,淄博晨欣医疗设备有限公司,无,,2024-06-21 00:00:00,招投标公告,1
新华制药,756,河北金迈斯凯机电设备有限公司,无,,2024-06-21 00:00:00,招投标公告,1
新华制药,756,济南泰和盈科商贸有限公司,无,,2024-06-21 00:00:00,招投标公告,1
新华制药,756,山东锦华电力设备有限公司,无,,2024-06-21 00:00:00,招投标公告,1
新华制药,756,上海海王机械有限公司,无,,2024-06-21 00:00:00,招投标公告,1
新华制药,756,山东信达物联应用技术有限公司,无,,2024-06-14 00:00:00,招投标公告,1
新华制药,756,江苏启安建设集团有限公司,无,760.00,2024-06-11 00:00:00,招投标公告,2
新华制药,756,山东泰景楼宇安全技术有限公司,无,,2024-06-11 00:00:00,招投标公告,2
新华制药,756,山东能源装备集团鲁中装备制造有限公司,无,,2024-05-17 00:00:00,招投标公告,1
新华制药,756,迅捷安应急装备科技（湖北）有限公司,无,,2024-05-08 00:00:00,招投标公告,1
新华制药,756,北京凤礼精求医药有限公司,无,4362.80,2024-04-19 00:00:00,供应商公告,2
新华制药,756,山东金泰建设有限公司,无,,2024-04-02 00:00:00,招投标公告,1
新华制药,756,淄博舒泰商贸有限公司,无,179.00,2024-04-02 00:00:00,招投标公告,1
新华制药,756,汉邦环境工程有限公司,无,,2024-04-02 00:00:00,招投标公告,1
新华制药,756,山东金岭化工股份有限公司,4.67%,8585.29,2024-03-29 00:00:00,年报,1
新华制药,756,山东华鲁恒升化工股份有限公司,7.36%,13517.29,2024-03-29 00:00:00,年报,1
新华制药,756,山东斯瑞药业有限公司,2.84%,5210.09,2024-03-29 00:00:00,年报,1
新华制药,756,Vinati Organics Limited,4.29%,7880.43,2024-03-29 00:00:00,年报,1
新华制药,756,东富龙科技集团股份有限公司,无,288.00,2024-03-26 00:00:00,招投标公告,1
新华制药,756,北京新恒能分析仪器有限公司,无,,2024-03-17 00:00:00,招投标公告,1
新华制药,756,苏州海派特热能设备有限公司,无,,2024-03-17 00:00:00,招投标公告,1
新华制药,756,山东子杰电梯工程有限公司,无,,2024-03-17 00:00:00,招投标公告,1
新华制药,756,南京鑫长江制药设备有限公司,无,,2024-03-17 00:00:00,招投标公告,1
新华制药,756,烟台万润药业有限公司,无,,2024-03-15 00:00:00,招投标公告,1
新华制药,756,山东省环科院股份有限公司,无,,2024-03-14 00:00:00,招投标公告,1
新华制药,756,淄博君合经贸有限公司,无,,2024-03-08 00:00:00,招投标公告,1
新华制药,756,北京隆道网络科技有限公司,无,,2024-03-04 00:00:00,招投标公告,1
新华制药,756,青岛青科锐控自动化科技有限公司,无,,2024-02-20 00:00:00,招投标公告,1
新华制药,756,唐山三友硅业股份有限公司,无,,2024-02-04 00:00:00,招投标公告,1
新华制药,756,山东键顺建设工程有限公司,无,88.00,2024-01-17 00:00:00,招投标公告,1
新华制药,756,苏州众联控制设备有限公司,无,,2024-01-17 00:00:00,招投标公告,1
新华制药,756,北京伍强智能科技有限公司,无,3100.00,2024-01-03 00:00:00,招投标公告,1
新华制药,756,浙江小伦智能制造股份有限公司,无,,2023-12-29 00:00:00,招投标公告,1
新华制药,756,重庆瀚威迪科技有限公司,无,,2023-12-29 00:00:00,招投标公告,1
新华制药,756,天津市天大方圆工业结晶科技有限公司,无,,2023-12-27 00:00:00,招投标公告,1
新华制药,756,上海龙腾科技股份有限公司,无,242.00,2023-12-26 00:00:00,招投标公告,1
新华制药,756,山东黄河建工有限公司,无,,2023-11-23 00:00:00,招投标公告,1
新华制药,756,山东新沃工程项目管理有限公司,无,,2023-11-21 00:00:00,招投标公告,1
新华制药,756,浙江新亚迪制药机械有限公司,无,,2023-10-31 00:00:00,招投标公告,1
新华制药,756,浙江浩通机械有限公司,无,,2023-10-31 00:00:00,招投标公告,1
新华制药,756,浙江健牌机械科技有限公司,无,325.00,2023-09-14 00:00:00,招投标公告,1
新华制药,756,常州奥凯干燥设备有限公司,无,262.00,2023-09-14 00:00:00,招投标公告,1
新华制药,756,江苏宏飞光电集团有限公司,无,,2023-09-12 00:00:00,招投标公告,1
新华制药,756,上海正欧实业有限公司,无,,2023-09-04 00:00:00,招投标公告,1
新华制药,756,淄博华昌防腐设备有限公司,无,,2023-08-21 00:00:00,招投标公告,1
新华制药,756,长沙都正生物科技股份有限公司,无,1734.52,2023-06-28 00:00:00,供应商公告,1
新华制药,756,淄博天一防腐保温有限公司,无,,2023-06-05 00:00:00,招投标公告,1
新华制药,756,河南省金鑫防腐保温工程有限公司,无,,2023-06-05 00:00:00,招投标公告,1
新华制药,756,山东省金曼克电气集团股份有限公司,无,,2023-05-22 00:00:00,招投标公告,1
新华制药,756,山东联腾电子科技有限公司,无,,2023-05-22 00:00:00,招投标公告,1
新华制药,756,北京凤礼精求医药有限公司,无,1792.28,2023-04-27 00:00:00,供应商公告,1
新华制药,756,山东汇成环保科技有限公司,无,,2023-04-11 00:00:00,招投标公告,1
新华制药,756,山东新石器检测有限公司,无,166.30,2023-04-11 00:00:00,招投标公告,1
新华制药,756,山东同普天辰工程技术有限公司,无,,2023-04-11 00:00:00,招投标公告,1
新华制药,756,山东安诺环保技术服务有限公司,无,,2023-04-11 00:00:00,招投标公告,1
新华制药,756,山东保蓝环保有限公司,无,800.00,2023-04-10 00:00:00,招投标公告,1
新华制药,756,江苏启安建设集团有限公司,无,0.00,2023-04-04 00:00:00,招投标公告,1
新华制药,756,山东国宏建工有限公司,无,,2023-03-31 00:00:00,招投标公告,1
新华制药,756,浙江国邦药业有限公司,2.79%,5708.28,2023-03-27 00:00:00,年报,1
新华制药,756,山东斯瑞药业有限公司,2.94%,6021.06,2023-03-27 00:00:00,年报,1
新华制药,756,Vinati Organics Limited,3.95%,8089.09,2023-03-27 00:00:00,年报,1
新华制药,756,潍坊滨海石油化工有限公司,3.94%,8059.76,2023-03-27 00:00:00,年报,1
新华制药,756,山东华鲁恒升化工股份有限公司,8.98%,18362.92,2023-03-27 00:00:00,年报,1
新华制药,756,无锡市无双水泵有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,山东立胜科技工程有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,大连帝国屏蔽电泵有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,德帕姆（杭州）泵业科技有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,唐盛国际机械（昆山）有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,淄博君合经贸有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,江西方舟流体科技有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,南通大力化工设备有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,淄博驰环泵业有限公司,无,,2023-03-08 00:00:00,招投标公告,1
新华制药,756,淄博力业化工设备有限公司,无,,2023-02-27 00:00:00,招投标公告,1
新华制药,756,江苏赛德力制药机械制造有限公司,无,,2023-02-10 00:00:00,招投标公告,2
新华制药,756,常熟市龙宇制药化工设备有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,无锡环宇装备科技有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,淄博明光石化工程有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,山东联盟特种装备有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,山东新华机电工程有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,淄博三谊化工设备制造有限公司,无,,2023-01-09 00:00:00,招投标公告,1
新华制药,756,浙江浩通机械有限公司,无,,2022-12-06 00:00:00,招投标公告,1
新华制药,756,淄博云拓信息技术有限公司,无,,2022-11-14 00:00:00,招投标公告,1
新华制药,756,山东金泰建设有限公司,无,,2022-10-24 00:00:00,招投标公告,1
新华制药,756,天泓环境科技有限责任公司,无,493.00,2022-10-09 00:00:00,招投标公告,1
新华制药,756,济南汇海龙盛科技有限公司,无,215.00,2022-08-25 00:00:00,招投标公告,1
新华制药,756,浙江小伦智能制造股份有限公司,无,570.18,2022-06-24 00:00:00,供应商公告,1
新华制药,756,淄博英力威能源技术有限公司,无,221.72,2022-05-31 00:00:00,招投标公告,1
新华制药,756,青岛艾尔兰德机电设备有限公司,无,,2022-05-19 00:00:00,招投标公告,1
新华制药,756,郑州泰丰制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,成都第一制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,鲁南贝特制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,四川豪运药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,江苏万高药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,江苏天士力帝益药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,昆山龙灯瑞迪制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,南京正大天晴制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,天津天士力之骄药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,合肥立方制药股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,江苏正大丰海制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,西安利君制药有限责任公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,扬子江药业集团江苏紫龙药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,开封制药（集团）有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,上海禾丰制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,河南润弘制药股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,广东南国药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,海南皇隆制药股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,湖南五洲通药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,华中药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,山西同达药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,亚宝药业集团股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,云鹏医药集团有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,吉林金恒制药股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,天津药物研究院药业有限责任公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,贵州圣济堂制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,湖南千金湘江药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,华润双鹤利民药业（济南）有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,山东方明药业集团股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,浙江京新药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,常州制药厂有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,哈药集团制药总厂,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,康普药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,石药集团欧意药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,西安高科陕西金方药业公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,陕西顿斯制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,江苏金丝利药业股份有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,开封康诺药业有限公司,无,,2022-04-25 00:00:00,招投标公告,1
新华制药,756,广州一品红制药有限公司,无,,2022-04-25 00:00:00,招投标公告,1
